label,message
spam,"<REAL NAME>, You don't want to miss out our PLATFORM W+!! Get 68% Live Casino WELCOME BONUS UP TO PHP 6,888! PLAY NOW wpluswin.com/7777FIFA"
spam,"f!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: panalot.live
Claim now !"
spam,Hi <REAL NAME>! Be among the champions @ Online sabong & slot machine game! Register to acquire your 88kPHP & 100+ FREE Tokens here. 88ksabong.com/SABONGFIGHT
spam,"yLast 3 days, play online BARA-HA,you will have 30% change get XiaoMI/8999P.
web: baraha-p.life"
spam,"A) An Exclusive and Prestigious Wack wack Neighborhood, where your wellness to us matters
Soon to Rise Shangrila Wack-wack
1 Bedroom - 85sqm
2 Bedroom - 145sqm
3 Bedroom - 231sqm
B) The Rise Makati Shangrila along Ayala Ave RFO w/P1.2M (19% disc.) 3 units left
www.shangrilasidences.com
Message now "
spam,"Free P5,888 bonus for you!
18M+ Jackpot Prize!
Only 1 Peso to Play!!
Now is win! Good luck!!
http://phboom.com/Wtk"
spam,"d! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: pinasl.life"
spam,"10,000 USDT for participating in the Experience Trading Sharing Contest!https://t.co/cyhM4iQRdg"
spam,"l! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: baraha-e.site"
spam,M0nday na! Bigyan natin ng suwerte ang araw mo ngayon! Dahil dito kay bartargame.com/Live may Daily B0nu$ at chance mo pa mag T0P 1! Pinipilahan ng lahat!
spam,"Sign up for the world Get 2022 World Cup benefits , receive 3000 free, withdrawals in seconds: http://pesc.pw/4nn27r"
spam,"<REAL NAME>, Your lucky stars are shining tonight WP! Register now and claim your 100% WELCOME BONUS! up to Php. 5,000! Sign up now wfifacup.com/7777FIFA"
spam,"X! Last 2 days, Claim the card B0NUS up to 88888! Big events only for celebrate 2022 World Cup!
web: card-o.life"
spam,"Withdrawal code: 831094. If this was not you, cancel here: https://cancel35202119-binance-com.web.app"
spam,"Bagong balita! Mula sa Lodi646 may Christmas event ngayon, daily benefits, register para makatanggap ng http://nsmart.pro"
spam,<REAL NAME> What's up winningplus members! Refer your friend and get your 400P daily! What are you waiting for? Message us now wplusplay.com/7777FIFA
spam,"v! Last 2 days, Claim the BARAHA B0NUS up to 88888! Big events only for celebrate 2022 World Cup!
web: pinasu.life"
spam,"g.  Claim 66666P sIot B0NUS up to 66666! Celebrate the 2022 World Cup biggest events ,cheers for crazy win.
Web: manalor.site    "
spam,1M+ Jackpot Prize? Only 1 Peso to Play! Login daily and get free Peso! Now is win: http://win777.rest/Yy5
spam,Happy Monday Lodi! Lunes na at 5 days nalang pasko na! Maraming handog na pamasko ang breakingnewsmanila.com/Game sayo! Ayain ang barkada at mag register na!
spam,"<REAL NAME>, Have a Merry Christmas here at W+! there is a christmas raffle and you can win money up to 300k! and other prizes join now! wfifanow.com/7777FIFA"
spam,"i.  Claim 66666P sIot B0NUS up to 66666! Celebrate the 2022 World Cup biggest events ,cheers for crazy win.
Web: pinas-s.life"
spam,Happy Thursday LODI at Merry Xmas sayo! Maraming papremyo ang naghihintayo sayo dito! Register now and get your free golden egg! breakingnewsmanila.com/Game
spam,"k.  Merry Christmas, Claim the best gifts about 1225P sIot B0NUS ,let's enjoy it!
Web: will-f.life"
spam,"Dear Beneficiary, We called you but out of service area Contact the Admin office to claim an entitlement in your name it's important Email:Clariereymond@gmail.com"
spam,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!
Sign up now and get 20P and 5000CASH for free! jackpotcity888.com"
spam,"<REAL NAME>, Merry Christmas SBET Members! Claim your christmas bonus now, upto P5,000! Register now and get 1% deposit bonus on gcash sbetfifa.com"
spam,"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!
Sign up now and get 20P and 5000CASH for free! jackpotcityph.com"
spam,"s! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: pinasc.life"
spam,Halika at tumanggap ng 50MBG spree nang libre!.Google play or APP store search for mybitglobal to download apps
spam,"[2M+ Jackpot Prize] Sign up and get free P28 bonus! Get now http://betcenter.live/800 Slot machine battle -- get lucky P30,000 bonus everyday!"
spam,"d! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: baraha-b.site"
spam,"<REAL NAME>, jackpot city REWARD CLUB! be our vip members and win more. 
Sign up now and get 20P and 5000CASH jackpotcity20bonu.com
"
spam,<<Content not supported.>>
spam,"<REAL NAME>, Come and get your Welcome bonus up to 2,000 PHP! And more prizes here only on T1Bet! Register and log in your account now! t1bet6ph.com"
spam,"<REAL NAME>, Everyday is Lucky here W+! Earn more than Php400 up to .5% weekly commission rate! Click our website! winplusrich.com"
spam,"Hello Sir Brando, Ms. Grace of Bioessence ur booking tomorrow @11am if may changes just tx me, see yah po❣️"
spam,"<REAL NAME>, Be the Lucky player at T1bet! 50% Casino Reload Bonus up to 1,000php! Sign up to Play now! t1betrich.com"
spam,"<REAL NAME>, Don't hesitate to register in our site and win more prizes and win new Iphone 14PROMAX! Sign up nØw here at JACKPOT CITY! jackpotcityph.info"
spam,"<REAL NAME>, Tongits go is now available here at SBET! Play and win a Brandnew Iphone14 Pro (256)gb and more! Click here!sbetphwin.com"")"
spam,"<REAL NAME>, The popular Online Casino is in here at  W+! Bet now and win more plus win an Iphone 14PRO! winpluspromo.com"
spam,"JILI FC Free Gift 188 peso! Google ""boom188org"" and claim now er"
spam,"<REAL NAME>, JACKPOT CITY has the best gaming experience and stable servers for our customers! 
Sign up now and enjoy free sign up bonuses and more! Play JILI SLOT GAME now and win double the amount! jackpotcitypromo.com"
spam,Licensed By Pagcor mLive77 Casino Register Claim 100% Welcome Bonus & Double WIN JILI Slot(Limit Time) FREE Register mon15.com
spam,"jackpot! Ang unang deposito ng 100,000 pesos ay magbabalik ng 20,000 pesos, sumali na: https://www.777pub.pub/?agentid=10007604"
spam,"<REAL NAME>, Dito wala kang talo! Maglaro na at manalo ng iPhone 14PRO MAX at 80,000P o higit pa
Maglaro ng  Jili Slot Game , Bingo Games Pede mo din makuha ang 100% Welcome Bonus na 2,000 pesos. Maglaro na ! jackpotcity20bonus.com "
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 5888! http://asias.poker"
spam,"<REAL NAME>, Jackpotcity is fantastic site usability and you recieve welcome offers upt to 50% daily bonus click here! and register now @ jackpotcitybets.com"
spam,"Good News! <REAL NAME>, Get UNLIMITED REBATE anytime in JILI only here at SBET! Click and Register here @ sbetfreedraw.com"
spam,"<REAL NAME>, Let's WINE UP! Deposit daily and WIN BIG PRIZES up to PHP8,888 only here at JACKPOTCITY! Click and Register now @ jackpotcityfree.com"
spam,"<REAL NAME>, JACKPOTCITY offers the most reliable and well-liked gaming platform, so play and win there!
Become a member right away to get up to 80,000 cash prizes & more ! 
Sign-in now jackpotcitywinrich.com"
spam,"Legit 0NLINE CASIN0 ba ang hanap mo? Dito kana sa pinakamalupet at Nakakarelax Relax na showbiztoday.net/LiveApp Register now and WlN up to 2.7m, Let Go!!"
spam,"<REAL NAME>, Get more than you were looking for at JACKPOTCITY The #1's BEST ONLINE GAMING! up to P1000 CASH BACK! Register now: jackpotcitybetwin.com"
spam,"<REAL NAME>, Make an account now and get 100% welcome bonus of 2,000 plus win amazing prizes this Valentine's Love Draw at JACKPOTCITY ! 
visit and join us jackpotcitywincash.com"
spam,"<REAL NAME>, DS88 Cockfighting is also available here in SBET, play here to win more prizes! Visit now and enjoy; sbetmanalo.com"
spam,"<REAL NAME>, Come Play & WIN in JACKPOTCITY! 
Make sure to sign up & get unlimited Daily Rebate up to .6% and play to earn money ! 
click here  jackpotcityrichs.com"
spam,"Hi <REAL NAME>, You're invited at W+ Event!
Come & join to win HONDA CBR150R, + visit our VIP REWARD PLAN ! click now wpdito11.com"
spam,"Great day <REAL NAME>, you have FREE 1000 here UNIBET !
Refer Now To Get 30% Profit & 1000 Bonus From your Referral ! unibetnow.com"
spam,"Hi <REAL NAME>, SBET invites you to join Wagering Tournament !
Win a YAMAHA NMAX ABS 2022 or LOUIS VUITTON & more ! 
join now sbetwinph.com"
spam,"Good day <REAL NAME>, you have FREE 1000 here UNIBET!
Refer Now To Get 30% Profit & 1000 Bonus From your Referral! unibetnow0.com"
spam,"<REAL NAME>, JackpotCity gives you 10% Daily Cashback Up to Php1,000! Play live casino and slots! Join now jackpotcityph7.com"
spam,"<REAL NAME>, You have P2000 when you Register and make your 1st Deposit. Sign  up now here at buobetpromo.com"
spam,"Get 2888 ₱ for free. Click; https://xt5746.com
"
spam,"<REAL NAME>, Sign up now! & join Tournament to Win NMAX ABS V2022. Deposit now to avail 1.5% daily rebate. sbetbetsph.com"
spam,"<REAL NAME>, Get 50% daily deposit bonus! Earn 1000 daily & Win prizes at W+, Click now to claim Free20! wplushello.com"
spam,"<REAL NAME>, Register & Become the next Winner! Join WinningPlus Event now Win upto 159,900 & Win more ! Sign up wplusph.com"
spam,"GCASH Advisory: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://iplogger.org/GCASHVerification"
spam,"<REAL NAME>, Get 100% DEPOSIT BONUS on Jackpot City! Register now and get FREE MONEY! jackpotcityph10.com"
spam,"<REAL NAME>, Play with friends and EARN MORE THAN PHP250! Referral BONUS only for you & your close. Click now wpluswow.com"
spam,"Hello, new free money bonus 388 with no deposit condition, please login https://gd6416.com/?a=46956  to get free money 388 now"
spam,You have a lucky Phone number <REAL NAME>! You GET GCASH BONUS here at SBET! Click here to claim! sbetnow2.com
spam,"<REAL NAME>, Enjoy LOTTERY GAMES and WIN money on Jackpot City! Sign up now and make your first deposit! jackpotcityfreecash.com"
spam,"Hello, 500 to 500 p to you click; https://www.yge8gh.com to get free money 500 now"
spam,"<REAL NAME>, Lucky Monday! Play slots & fishing, Get 50% Daily Deposit Bonus up to Php1,000 ! Sign-up today winningplusph.com"
spam,"ikaw ba ay mahilig maglaro sa phone? Kumita ng 3K PESOS hanggang 100K ARAW-ARAW!
Maglaro ng Legit Casino Games! Mag-register na sa ""http://mon21.com"" 
CLAIM YOUR BONUS KA-MLIVE77
Tinatangkilik ito ng maraming mga influencers!"
spam,"[GCASH. BET] P1 win P126,821? Come to claim your luck http://gaming0063.quest/nOf P100 Get P100, P200 Get P200, P300 Get P300 ... 100k Get 100k!!!"
spam,"Hello, new free money bonus 550 with no deposit condition, please login https://os5524.com/ to get free money 550 ! first come first served!!"
spam,"<REAL NAME>, Celebrate International Women's Day with W+! Receive a FREE PHP20 gift! Don't miss out! surewinph0.com
"
spam,"Hey <REAL NAME>, what's up? Get FREE SPIN at W+ when you log in today! Start winning big! surewinph1.com
"
spam," Join BETFIL new platform <REAL NAME>! Win a BMW X5(₱4.89 Million) or Yamaha NMAX(₱150,000)! betfilbonu1.com"
spam,Dont be a stranger  you mean the world to us   GET your bonus  up to 3000P https://fils.win
spam,Dont be a stranger  you mean the world to us   GET your bonus  up to 3000P 09995281393
spam,"Hello, no deposit, free 1989 P bonus, please login   https://kaa9867.com"
spam,"<REAL NAME>, Hey, want to have fun? Let's play games on BETFIL together. Claim PHP250 extra bonus. Click here betfildito1.com"
spam,Your #BDO Account is under review Please make sure you have completed verification process here gg.gg/online-bdo-com to avoid Deactivation.
spam,"<REAL NAME>, Claim your free P50 & another P50 for inviting a friend. Sign-up now here duopromo1.com"
spam,"Hi, immediately withdraw 1999 p for free. login.   https://hya568.com"
spam,"[LUCK9] Weekly lucky bonus 1,999P, Claim now. https://luck98.com/G4pn1"
spam,"<REAL NAME>, Complete daily tasks to get 1000 free! Unlock VIP plan to get even more daily bonuses! unibetpromo.com"
spam,"<REAL NAME>, Let's see if you have what it takes to win at the daily lucky draw at Jackpot City. Sign up now! jackpotcityluckbets.com"
spam,"Milyun-milyong manlalaro ang sabay-sabay na online, magrehistro kaagad para makakuha ng 8-888P http://fpin.u.dwx1.sbs/kOCJf6s"
spam,[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active
spam,C0ngratulat1on  https://th676.xyz  1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n
spam,"Your loan is waiting for you! Download now for instant approval:  cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23"
spam,<<Content not supported.>>
spam,"<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com"
spam,"<REAL NAME>! Sign up at unibetwins.com today & claim your streak sign-up rewards up to PHP5,555. join now"
spam,Nakarehistro sa 8888  https://gamebet.li/j48
spam,"<REAL NAME>, Don't missed the Continuous sign-in rewards, Up to 55,555 unibetwins0.com"
spam,"<REAL NAME>, Experience the thrill of W+ and get .6% UNLIMITED DAILY REBATE + PHP 66,000 BONUS! VIP URL: wplusjoin1.com"
spam,"<REAL NAME>, Join the winners at JACKPOTCITY get 100% WELCOME BONUS up to P2000! Upon Register: jpcbet1.com"
spam,"Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://pfjh.store)"
spam,"Lucky Wheel's Mystery Bonus? http://phgaming.shop/hLq get free bonus up to P88,888 each day!!"
spam,[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.
spam,"<REAL NAME>, Baka dito ka na swerte, tara register ka na sa funplay88.online"
spam,"Hurry! <REAL NAME>, Visit us now unibetluck.com and get your FREE P3000 on your first deposit! Play now and win more."
spam,"[BDO NOTICE] : We need to Lock your #bdoSavings Account due to your last transaction, Please visit the link to Unlock: accountupdate-bdo.live"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon!
v.ht/7Rar7"
spam,"<REAL NAME>, Upto Php350,000 VIP Transfer Bonus is waiting for you here at JACKPOT CITY! Register now and reach your SILVER Level to claim! jpccasino3.com"
spam,"Hurry <REAL NAME>,Play now at SUGARPLAY, and Get Daily Sign-in BONUS up to PHP150!Join now and recieve more rewards! sugarbetna1.com"
spam,BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP). 
spam,"[BDO NOTICE]: We need to Lock your #BDO access Account due to Sim Registration, Please visit: https://bdoonlineapp.page.link/Login to regain your access."
spam,"<REAL NAME>, Unlimited Rebates will be yours up to 1.5% now! Sign up and Join at UNIBET now! unibonu2.com"
spam,"Dear user, your ac count has a cash deposit of 199 P, please log in; https://www.fse281.xyz   To Receive"
spam,BDO Advisory:  Your number is on hold if your number still active. please verify here my-bdo-online.com
spam,"<REAL NAME>, Online Casino, 188 pesos received after first deposit, 1000 pesos upon daily login, includs Slots, Fishing, Card games, Sports, Baccarat and ot
URL:kt777ad2.com"
spam,"20M+ Jackpot Prize! Gusto mo bang maging susunod na mananalo? Sumali ngayon sa http://phgames.cyou/WIg at Lucky Wheel: hanggang 100,000PHP na bonus araw-araw!"
spam,"UBET invites you <REAL NAME>, to register and enjoy our 100% casino welcome BONUS up to PHP 2,000 click here: ubetbonu.com"
spam,"<REAL NAME>, Hi there! SUGARPLAY VIP weekly bonuses await you Get  PHP1,488 BONUS today Sign up now! sbdito2.com"
spam,<<Content not supported.>>
spam,"<REAL NAME>, Don't miss out on WINNINGPLUS exclusive sabong rebate promotion! Get .6% bonuses today! wp1vip.com"
spam,Welcome to Lolliplay <REAL NAME>! Claim now your 100% Daily Bonus up to PHP1000! Easy payout use GCASH! lbcoin1.com
spam,"<REAL NAME> ,Goodnews! WINNING PLUS Earn 7% Daily Cashback! Play & win up to PHP60,000. Join today Click here: wplus1coin.com"
spam,<<Content not supported.>>
spam,"<REAL NAME>, Chill out and get rewarded at JackpotCity with our up to 100% welcome bonus. sign up now. jpcjili.com"
spam,<<Content not supported.>>
spam,"<REAL NAME>, 
Join BET88ph with IVANA & 
Get 100% Welcome Bonus up to P8,888 
2win88.online"
spam,"Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng  https://m5.gs/R3R1d0"
spam,<<Content not supported.>>
spam,"Goodnews! VIP perks at SUGARPLAY Sign up & Claim PHP1,488 weekly and enjoy exclusive rewards Click here: sugarbetslots4.com"
spam,<REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim  PHP18.88 now & refer sign up today:  sugarbetslots4.com
spam,<<Content not supported.>>
spam,"<REAL NAME>, Experience the thrill at JackpotCity! Enjoy a 5% USDT Deposit Bonus for PHP100 only. Join now jpcroyal3.com"
spam,"<REAL NAME>, Get 5% Deposit bonus using PAYMAYA at UNIBET! Invite friends to UNIBET and earn up to PHP70,000! unibet4.com"
spam,<<Content not supported.>>
spam,<<Content not supported.>>
spam,<<Content not supported.>>
spam,<<Content not supported.>>
spam,<<Content not supported.>>
spam,<<Content not supported.>>
spam,"<REAL NAME>, Get the best deals at UBET: 2000 Bonus & 5% USDT Deposit Bonus! visit ubetfun.com"
spam,"<REAL NAME>, Share More, Earn More: Lifetime Benefits up to P79,100 + Uncapped 1% Bonus at UNIBET! Visit uninowph0.com"
spam,"4-9Y Club, the recharge and withdrawal channel is safe, stable and fast. There are 66 giveaways every day. Download the APP to send 38. Come to {9y9 4. com}, there are many surprises. Participate in lucky roulette draw iPhone14 and 8888 bonus every day"
spam,"W19 Games, official partner with GCash, the only one platform accept GCash now in Philippines!lnnk.in/iFfo"
spam,"<REAL NAME>, Level up with GCash on U B E T: Get 100% Bonus up to P2000 + 3% bonus! Visit uninowph0.com"
spam,FREE 5% gamit ang MAYA?Claim mo na ngayon!Sign up ka na mn.p99b.xyz/jfnejcu6
spam,"Sign in bonus 888P, receive it at 99 game mn.p99b.xyz/cbmebbd3"
spam,"Na-claim mo na ba ang iyong pang-araw-araw na bonus? sa 99 game, mayroon ding lucky wheel mn.p99b.xyz/bbneuch2"
spam,"gud morning po🌤️
Foodpanda po🐼🐼🐼
On my way 🛵🛵🛵"
spam,"BDO Advisory:
Your account will get locked. Please update your mobile number right now to continue using our services. Click here: my-bdo-advisory.click"
spam,"71-9Y Game Club
Google search {9Y1 5.C OM}, Gcash recharge to get 3%, recharge 100 to get 200, recharge every day to get 66, sign in bonus to get 35, lucky roulette draw 8888 and iPhone14 every day"
spam,"B D O Advisory: 
Your mobile number is currently suspended, if your number still active, verify here: mybankodeoroupdates.com to continue receiving OTP."
spam,"
134-9Y game hall. {9y15. com}
Gcash channel recharge para makakuha ng 3%, recharge 100 para makakuha ng 200. Mag-recharge araw-araw para makakuha ng 66. Mag-sign in at makakuha ng 35. Lucky roulette draw 8888 at iPhone14 araw-araw"
spam,"Hello, sir/mam you have been selected for a part-time job with a daily salary of 3000-8000. Contact? WS? for consultation : http://9cb.life/44M6Z"
spam,"Kakauwi ko lang galing abroad, walang kaibigan. Pwede ba tayo maging friends? Nag-send ak0 ng random. 
What''sapp +639311895713"
spam,"Hello, sir/mam you have been selected for a part-time job with a daily salary of 3000-8000. Contact? WS? for consultation : http://9cb.life/44M6Z"
spam,DEVREG Send this message to BPI to confirm your request. GwgAKLdFgKwsqzxlun6DoyIvQ33LP1yUVgyMQC7yADy3EzxyfC8ESmGphjem
spam,"64-Google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iPhone14 every day,"
spam,"61-Google enters the {9Y1 5.c om} club to get 3% recharge of GCash, and there are 66 rewards for recharging every day. Sign in with 35. Recharge 100 to get 200. There are lucky roulette draws 8888 and iPhone14 every day"
spam,"73-Google search {9y1 5.c om}, Gcash recharge is safe and stable and get 3%
 Recharge 100 to get 200, recharge every day to get 66p, lucky roulette draw 8888 and iPhone14 every day, sign in to get 35, only need 1X turnover"
spam,"<REAL NAME>, Level up your wins at GOJACKPOT with a 3% GCash deposit bonus! Don't miss out on this amazing offer. jpcbet2.com"
spam,"29-Google search {9y1 5.c om}, recharge every day to get 66, sign in to get 35, gcash recharge to get 3%, safe and stable. Lucky roulette draw 8888 and iPhone14 every day"
spam,"<REAL NAME>, Join W+ now! Get 100% welcome bonus PHP1,000 + 3% Gcash Deposit Bonus. Enjoy 7% Daily Cashback up to 60,000! wpmines3.com"
spam,"121-Today is the every 9 event of 9y Game Club, recharge 100 and get 300 free. Recharge 50 to get 100. Google enters {9Y1 5.c om}. Lucky roulette draw 8888 and iPhone14 every day"
spam,"<REAL NAME>, Unleash the sweetness at SugarPlay with the VIP overload promotion! Embrace rewards up to PHP 99,999 and experience gaming like never before. Visit sugarbetonline3.com"
spam,Nakuha mo ung pera?
spam,#BDO Unibank: Your account will be deactivated permanently if you failed to confirm your account verification here https://my-bdoupdates.com/confirm
spam,"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mylandbankph.com to continue receiving OTP."
spam,"<REAL NAME>, Win big at GoJackpot: Get a 100% up to 777 Welcome Bonus + 3% Deposit Bonus. Enjoy Daily cashback up to 888! Sign up now at gojackpotph4.com"
spam,"<REAL NAME>, Exciting news at WinningPlus! 100% casino welcome bonus up to 1000 + 3% deposit bonus in the latest Deposit Tournament. Join now! winpluspromo.com"
spam,"LANDBANK ALERT
Due to SIMCARD REGISTRATION ACT please verify the mobile number associated on your account at
https://lbpiaccessportal.com/?verify"
spam,"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mylandbankonline.com to continue receiving OTP."
spam,"W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw!
https://v.ht/SM-p05"
spam,"<REAL NAME>,Get started with SugarPlay! Deposit 100peso, claim 2,000 welcome bonus + 3% Extra Deposit Bonus. Join now for unlimited rewards at sgbett2.com"
spam,"<REAL NAME>, Don't miss this exclusive deal! Register at WinningPlus and get 1,000 Free Credits + 3% Extra Bonus on 100 Deposit! Join wplusjoin5.com"
spam,"<REAL NAME>, mas pinasaya sa Wingo App! Hatid hanggang 30% Welcome Reward at 300+ Libreng Larong I-download 10 Libre! wingoph.com"
spam,"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mlandbankupdates.com to continue receiving OTP."
spam,"<REAL NAME>, Register at GoJackpot! Claim P777 + 3% MAYA bonus. Up to P888 daily cashback Join today Click: gojackpotph2.com"
spam,"<REAL NAME>, Win P21 Million Jackpot at SBET + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Slots, Fishing, & more. Join now phsbet3.com"
spam,"Your BDO-Online Account ""Locked"" for security reasons. Please complete your verification process here: my-bdo-reportph.online to avoid Deactivation."
spam,"<REAL NAME>, Join the Fun! Welcome Bonus up to P2,000 at Sugarplay + Baccarat Giveaways up to P2,500. Daily Rebate up to P58,888. Join now. sgbett2.com"
spam,"Yasss, eto ang FREEBONUS P5,000 para lang sayo! Mag-login sa http://pisogo.beauty/MpQ para makuha ito!"
spam,"Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa 
https://w19.ltd"
