label,message
spam,"<REAL NAME>, Bet all you want on online betting and slot machine games! DAILY PRIZES OF UP TO php88k! Visit and Register at sbetditosabong.com"
spam,"<REAL NAME>, Chill out & win big at JACKPOTCITY! Enjoy 100% Welcome Bonus Up to 2000 & .6% sabong rebate jpcworldcup1.com"
spam,"<REAL NAME>, Claim 100% First Deposit Bonus up to PHP2,000! Join now and start winning visit lbcoin3.com"
spam,"<REAL NAME>, Did you know that you can get 5-7% SLOT CASHBACK on winning plus? Click right now winningplusjili.com"
spam,"<REAL NAME>, Don't miss WinPlus! Deposit 100, Play now Claim 1000 with 100% Welcome Bonus + 3% GCash Bonus! sign up here: wplusjoin1.com"
spam,"<REAL NAME>, Don't waste your chance. join now 12.12 christmas raffle draw here wplusxxx.com/7777FIFA"
spam,"<REAL NAME>, Exciting news! Grab your free 100 to 10000 bonus at Sbet. Enlist today and uncover our exclusive promo offerings. sbetpoker3.com"
spam,"<REAL NAME>, Expect a big win at SBET!

Get unlimited rebates up to 1.5% and win the jackpot amount! 

For more details, click here sbetphjili.com"
spam,"<REAL NAME>, Experience VIP greatness with JACKPOTCITY UNIQUE VIP Conversion! Convert up to PHP350,000 sign up now: jpcjili2.com"
spam,"<REAL NAME>, Experience Winningplus! 100% welcome bonus up to 1,000 + 3% GCash extra deposit bonus. Join today! winplusplay.com"
spam,"<REAL NAME>, Feeling Lucky today? Play Slot & Fishing at BETFIL & Get 50% EVERY DAY BONUS up to P1,000! bfilfish3.com"
spam,"<REAL NAME>, Gawin ang iyong unang deposito ng 177p at makakuha ng 100% deposit bonus! Ang Sl0t Machine Jackpot Pool ay 7777 Libre!th108.com"
spam,"<REAL NAME>, Get fun and play here on LODIBET! And get your 120% Welcome slots bonus upto 8888K  play! Play now! 95onebet.com/lodibet9999"
spam,"<REAL NAME>, Get in on the action with W+! Enjoy daily specials, including deposit BONUSES & 7% cashback! wplusbets2.com"
spam,"<REAL NAME>, GoJackpot  awaits you! Claim P777 now get 100% welcome bonus + 3% MAYA bonus + .6% daily rebate Join now! gojackpotph1.com"
spam,"<REAL NAME>, Hurry up & Enter the W+ BRAVERY RAFFLE DRAW today & Get PHP139,995! until April 10! wplusjoin2.com"
spam,"<REAL NAME>, Huwag palampasin ang WinningPlus! Makakuha ng 153% WEEKLY DEPOSIT BONUS + 1000 bonus para sa mga bagong user sa wpbingo3.com"
spam,"<REAL NAME>, It's the season of giving, so we're granting a 5,000 welcome bonus and you're-in to our Christmas raffle! Sign up now wp4fifa.com/7777FIFA"
spam,"<REAL NAME>, jackpot city REWARD CLUB! be our vip members and win more. 

Sign up now and get 20P and 5000CASH! jackpotcitynow.com"
spam,"<REAL NAME>, JACKPOTCITY is one of the fastest-growing online casino in the Philippines!

Big bonuses and Plenty of ongoing promotions.
Sign up now  jackpotcitywin888.com"
spam,"<REAL NAME>, Join SBET and win P21 Million Jackpot + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Sabong, Live Casino & more. Visit phsbet1.com"
spam,"<REAL NAME>, Log in to Gojackpot, play and win up to 8888! New promotion event + Gcash 3% Deposit bonus. Don't miss out on this epic opportunity! jpcroyal1.com"
spam,"<REAL NAME>, Make you Luck Today! Sign up at W+ now & get a 100% WELCOME BONUS up to P2000! wpjili.com"
spam,"<REAL NAME>, May bonus na 100-888! Mag rehistro ngayon at tuklasin ang mga espesyal na promo dito sa SBET!  ! Sali na! sbetslots3.com"
spam,"<REAL NAME>, Merry Christmas! Most awaited Christmas bonus and prizes For you is here! Join & play W+ now! Get �?�10,000 Sign up bonus & Win Brand new Motorcycle! wplusjili8.com"
spam,"<REAL NAME>, Register & Become the next Winner! Join WinningPlus Event now Win upto 159,900 & Win more ! Sign up wplusph.com"
spam,"<REAL NAME>, SBET has the best gaming experience and stable servers for our customers! Experience win big prizes and claim your daily bonus of  2,500 Get it now at sbetbestplay.com"
spam,"<REAL NAME>, Sbet Sabong: Your gateway to excitement! Score 888 FREE Credit, 1.2% rebates, and 1% GCash bonus. Play for massive wins at sbetphrich.com"
spam,"<REAL NAME>, Sugarbet Tournament: Win 18,888 Prize, 2,000 Free Credits & 3% Deposit Bonus! Join the Celebration Now! sgbetbonu3.com"
spam,"<REAL NAME>, Sumali sa BETFIL at mag-claim ng 120% na bonus sa pag-welcome! betfilbonu.com"
spam,"<REAL NAME>, Unlock your cravings with baccarat giveaway up to PHP 2500 at Sugarplay! Join now. sugarbetonline.com"
spam,"<REAL NAME>, Want more options? BETFIL offers a selection of 2000+ incredible SLOT games to play and WIN! betfilbonu.com"
spam,"<REAL NAME>, We can ensure that you will enjoy our Platform W+! FIFA W+ Sports, Join us and Win! Plus 100% SPORTS WELCOME BONUS UP TO PHP 3,000! Register now wdito4fifa.com/7777FIFA"
spam,"<REAL NAME>, Where the winners play WP! 10% Daily Cash Back upto P10,000! Sign up now wplusfish.com/777FIFA"
spam,"<REAL NAME>, Winning Plus! rewards you with up to 0.6% Sabong rebate! Don't wait, claim your rebate today. wpluspoker.com"
spam,"<REAL NAME>, WinPlus: Elevate your gaming! Play slots with 50% deposit bonus and win up to P500 + 3% bonus! Join at wplusdeals3.com"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon! http://jack-pot-8.live"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon!  http://lucky888.mom"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon! http://lucky888.mom"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon! http://lucky-888.world"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon! http://maswerte.city"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon! http://maswerte.email"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon! http://maswerte.group"
spam,"100% na cashback para sa mga bagong dating, hanggang P19800!
Magparehistro at mag-claim ngayon! http://maswerte77.live"
spam,"Ang pinakabago at pinakamainit na laro sa website ay 100% legal, sumali sa 1088P at ito ay magiging iyo http://maswerte.email"
spam,B D O-Advisory:Your registered mobile number needs to be updated today. Please update here: http://kh7.me/updatenow to continue receiving (OTP)
spam,"Bagong balita! Manalo araw-araw, kumita araw-araw, magparehistro para makatanggap ng 588 masuwerteng pulang sobre http://phhp.life"
spam,"Banco De Oro

You're having issues with account security. Please review them at centi.ai/BDOSecurity"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088  http://jackpot7.pro"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088  http://lucky888.world"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088  http://okad666.life"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://fortunates.live"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://fortunates.pro"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://go646.world"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://jackpot7.info"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://lucky-777.world"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://maswerte77.world"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://maswerte77.wtf"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 588! http://ddph.social"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 5888! http://dxxdxx.news"
spam,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 8888 http://ok-ada-777.me"
spam,By opting-out you may lose access to Smart & its Partners' special offers & promos.U can modify your privacy settings any time at http://smart.com.ph/privacy
spam,Claim your bonus at SBET today <REAL NAME> ! Deposit PHP50 or more and play your favourite casino games. sbetnow3.com
spam,COD63 Is Best Online Casino in The Philippines.Register Now  FREE 178 BONUS.24/7 Immediate Cash In/Out.More Promotions cod6311.xyz
spam,COD63 Is Best Online Casino in The Philippines.Register Now  FREE 178 BONUS.24/7 Immediate Cash In/Out.More Promotions cod6322.xyz
spam,"Congratulation!
Get your Awesome Rewards worth of
5,000 PHP from GCash Transfer it
to your Gcash Wallet. E GCash mo na yan!
from GCash
https://v.ht/GCashawesome"
spam,"DEAR VIP <REAL NAME>! It's finally time for cockfighting and slot machines!

Here at SBET! Join today to receive up to 88k in prizes and a FREE BET 100 CREDIT. Sign up now!    sbet8vip.com/SABONGNOW"
spam,"DEAR VIP, <REAL NAME>! Enjoy your self here @SBET! Get your P20 BONUS, when you register and get verified + FREE 100 COINS! Play and win up to Php. 88,000 Sign up now sabongsasbet.com/SABONGFIGHT"
spam,"Dear! You are so lucky, your account got 10000USDT prize!Google play or APP store search for mybitglobal to download apps"
spam,"Free 880, get it for free, please log in to https://ty9445.com/?a=74044  to get 880! First come first served! !"
spam,"Free 899php , 100%cash back
start from now , comes and claim as soon as possible https://fbb899.work/Ywo4e"
spam,"Free bonus 500P, join us and get your lucky 
https://lcplay2.com/bUBX3"
spam,"GCASH: Your account is temporarily on-hold, due to security purposes. Kindly verify here https://mub.me/GCashGLife"
spam,"Ginagamit ako ng mayayaman para kumita, subukan mo!http://2x1fa81m.uk5g1m.com/2bavl?c=1"
spam,"Good day <REAL NAME>, Come and join UNIBET now and claim Continuous sign-in bonus, up to 55555! Register here unibetwins.com"
spam,"Good day <REAL NAME>, you have FREE 1000 here UNIBET!

Refer Now To Get 30% Profit & 1000 Bonus From your Referral! unibetnow0.com"
spam,"Goodnews! This February, feel the love, <REAL NAME>! 

Join today for a chance to win a couple's ring worth P100,000 in our Valentine's Love Draw at jackpotcityluck777.com
"
spam,"Greetings from:GCash Support,Get ready  
to start your GCash Prepaid sim registration to avoid  
account blocking click here:
https://pxlfy.me/register-ph"
spam,"Happy Holiday! Kalmado ang Panahon! Oras na para alisin ang stress mo!
Marami pwede pagpilian at nakakalibang dito! Have Fun and Enjoy at  maksibet79.com/Live"
spam,"Hello 
  4 9 3 4  
 Use it please"
spam,"Hello <REAL NAME>, Invite player now to get their 30% Profit & Every 1000 from every player from you ! Click here unibetdito11.com"
spam,"Hello! <REAL NAME>, BRAND NEW HONDA CBR150R worth Php159,900 can be yours! Join Panagbenga Festival here in W+ Sign up now wplusp8.com"
spam,"Hello, no deposit, free 1999 P bonus, please login  https://hsb387.com"
spam,"Hello, you have won the prize 2180P to enter     https://ro353.world"
spam,"Hello, you have won the prize 2180P to enter http://lucky888.pro"
spam,"Hi <REAL NAME>,  Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at vip8wclub.com/PusoySabong or search Winner Club at Play Store.

Redeem code : <8833>
(Please go to Deposit/BUY, then enter Redeem code"
spam,"Hi <REAL NAME>, Happy New Year! It's your chance to win a Motorcycle and upto 300kPHP! click here wplus8rich.com"
spam,Isang rehistro na lang ang layo mo sa milyonaryo. I-click ang Magrehistro ngayon!.Google play or APP store search for mybitglobal to download apps
spam,"It's Tuesday! It's nice to rest and relax with philexpress.news/Live here, you're sure to have a good day!"
spam,"JILI MAX WIN 10,000x rewards, Register now! https://luck8.cloud/NLDXr"
spam,"JILI MAX WIN 10,000x rewards, Register now!
https://lcplayer.com/5AvNM"
spam,"Kapal mo may pa allergy ka pa sa manok eh hayop ka naman kung kumain sa mcdo

-Sent via FSMS"
spam,"magandang balita! Mga bagong aktibidad, kumita araw-araw, magparehistro para makatanggap ng hanggang 5888 bonus http://mygo646.live"
spam,"magandang balita! Mga bagong aktibidad, kumita araw-araw, magparehistro para makatanggap ng hanggang 888 bonus http://bcps.asia"
spam,"magandang balita! Mga bagong aktibidad, kumita araw-araw, magparehistro para makatanggap ng hanggang 888 bonus http://phhp.life"
spam,"magandang balita! Mga bagong aktibidad, kumita araw-araw, magparehistro para makatanggap ng hanggang 9888 bonus http://phhp.life"
spam,"Magandang balita, magbukas ng account ngayon at makakuha ng 50MBG ng airdrop coins!.Google play or APP store search for mybitglobal to download apps"
spam,"Mas mainam na maging  boss ang sarili, propesyunal na trading tutor at 1-on-1 na gabay kasama ka!/WhatsApp1 +639851908574 WhatsApp2 +639851908571"
spam,"May mga additional bonus sa iyong unang deposito araw-araw, at makakakuha ka ng additional 50% na bonus. Ano pa ang hinihintay mo?  http://jackpot7.world"
spam,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA  http://maswerte77.world"
spam,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA http://auspiciou.life"
spam,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA http://fortunates.life"
spam,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA http://maswerte.info"
spam,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA http://maswerte.wtf"
spam,"NEWEST HOTTEST SITE
JILI GAMES 100% LEGIT
LIBRENG 1088P
DITO NA ANG SWERTE NYO
SALI NA http://maswerte77.life"
spam,"Play in the comfort of your home, <REAL NAME> !

Come and Join at the W+ PANAGBENGA Festival events and you will win Motorcycles, Appliances & more! Get your 50% Daily Deposit Bonus up to �?�1,000! Hurry & click now wpdito1.com"
spam,Please text me.
spam,"Ready to win at U B E T? Claim PHP2,000 Welcome Bonus + 3% GCash Deposit Bonus. Sign up now! u7betph1.com"
spam,"Salamat sa lahat ng miyembro! Kwalipikado ka para sa 888P lingguhang masuwerteng bonus, mag-sign up at kunin ito! http://bests.asia"
spam,"Salamat sa lahat ng miyembro! Kwalipikado ka para sa 888P lingguhang masuwerteng bonus, mag-sign up at kunin ito! http://phdxx.org"
spam,"Thanks to all members! You are eligible for 8888P weekly lucky bonus, sign up and claim it! http://okada777.rocks"
spam,"Today Feb 23, 2023 Thursday you are invited to our Hiring day (Exam & Interview) "
spam,"Top casino bingo, slots, proxy promosyon magpadala ng cash 66 (http://pfjh.info )"
spam,"Verification code: 78700
Please use this code to proceed access to the Consent Management Page.

Note: This verification code is valid for only 48 hours."
ham, good morning sir. <REAL NAME> perdez ruiz jr. this is chris from converge tanong ko lang po kung nakabitan na po ba kayo?
ham," Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham, Never run out of data. Manage your account & subscriptions with just a tap in the Smart App smrt.ph/CheckUsage
ham, Never run out of data. Manage your account & subscriptions with just a tap on smrt.ph/GigaLifeUsage
ham, We hope you enjoyed your promo. Add Load NOW at smrt.ph/GigaLifeApp! Try DOUBLE GIGA STORIES+ 130 and get up to 17 GB Data valid for 7 days!
ham, We hope you enjoyed your promo. Add Load NOW at smrt.ph/SmartApp! Try DOUBLE GIGA STORIES+ 130 and get up to 17 GB Data valid for 7 days!
ham,"[Binance] Verification code: <CODE>. If this was not you, please inform Support. Beware of scam calls and SMS phishing. Verify sources with Binance Verify."
ham,[Bondee] Verification Code: <CODE>. Please complete verification within 30 minutes. Don't share this code with others.
ham,[NCA888 LIV] <CODE> please remember this code for future access. thank you.
ham,<#> PayPal: Your security code is 194838. Your code expires in 10 minutes. Please don't reply. 3/3p3o0TedB
ham,"<DATE> Sorry, no loan offers currently available. To check and avail other loan services, dial *123#, go to Balance/Services > Smart Credit. "
ham,08/09 21:04: P200.00 loaded to 09236561011 from xxxxxxxx0344 for 1 year. Ref:AI88RYW1EK. Get MORE with PROMO LOAD in the Smart App!
ham,1/2 01-Oct 19:20: P150 loaded to 09236561011 from XXXXXXXX0245 for 1 year. Ref:AJ12UGS300. Get MORE with PROMO LOAD in the Smart App!
ham,1/2 09-Oct 08:54: P100 loaded to 09236561011 from XXXXXXXX7428 for 1 year. Ref:AJ96V9HQLM. Get MORE with PROMO LOAD in the Smart App!
ham,1/2 Babala : Huwag magbibigay ng kahit anong impormasyon via SMS. Do not click suspicious links. Block them.
ham,"1/2 HUWAG MANIWALA SA TEXT NA NAGLALAMAN NG INYONG 
PANGALAN NA NAG-AALOK NG TRABAHO, PABUYA O PERA. ITO AY 
ISANG SCAM."
ham,"1/2 HUWAG MANIWALA SA TEXT NA NAGLALAMAN NG PAGHIKAYAT O PAGSALI SA ANUMANG LARO O NAG-AALOK NG PANALO, PABUYA O PERA."
ham,1/2 Warning: Registration of SIM cards using false information or someone else's identity is illegal.
ham,12k na send mo.
ham,1k pa
ham,"2/2 Do not share your OTP, nor take calls or respond to texts from unknown numbers."
ham,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp
ham,"2/2 I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA 
NTC HOTLINE 1682."
ham,2/2 ITO AY ISANG SCAM.I-REPORT SA HTTPS://NTC.GOV.PH O ITAWAG SA NTC HOTLINE 1682
ham,"2/2 Manage your account, access the most EXCLUSIVE promos & do MORE with Smart App! It's easy and reliable. Download now! smrt.ph/SmartApp"
ham,"2/2 The SIM Registration Act (RA11934) provides a penalty for violators of up to P300k or imprisonment of up to 2 years, or both."
ham,"23Aug01:13 AM
Regular Load: P2.00 Exp: 16Aug2024 12:10PM
Magic Data (No Expiry) MB: 1970"
ham,300 sendan moko
ham,"35xxxxxx86, Your contribution payment for 202303 amounting to 560 has been posted"
ham,"35xxxxxx86, Your contribution payment for 202304 amounting to 1260 has been posted"
ham,"35xxxxxx86, Your contribution payment for 202305 amounting to 1260 has been posted"
ham,4500 lang pala 
ham,"ADVISORY: Your SIM is already registered and qualified to receive special offers! Simply go to https://apps.smart.com.ph/privacy and allow us to notify you about these limited offers.

As a bonus, we're giving you FREE 2 GB for 2 days when you opt in."
ham,"An ATM withdrawal of PHP 10,015.00 was made using your EW Visa Card ending in ************8230 on 28/08/2023. Call  +63288881700 or your store of account for inquiries."
ham,Awesome! You can now enjoy 2 GB MAGIC DATA FOR ALL SITES (NO EXPIRY) with MAGIC DATA 99. Make sure to maintain at least P1 load to keep your SIM active.
ham,Awesome! You can now enjoy UNLI DATA FOR ALL SITES & APPS for 7 days with UNLI DATA 175. 
ham,"BABALA:  HUWAG PO KAYONG MANIWALA SA TEXT NA NAGLALAMAN NG INYONG PANGALAN NA NAG-AALOK NG TRABAHO, PABUYA O PERA.  ITO PO AY ISANG SCAM."
ham,"BABALA: HUWAG PONG MANIWALA SA TEXT NA NAG-AALOK NG TRABAHO NA MAY PANGAKO NG MALAKING SWELDO, ITO PO AY SCAM."
ham,"BABALA: HUWAG PONG MANIWALA SA TEXT NA NAGLALAMAN NG INYONG PANGALAN NA NAG-AALOK NG TRABAHO,PABUYA O PERA. ITO PO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH"
ham,Babala:Huwag ibigay ang personal na impormasyon sa text o email mula sa mga hindi kilalang number o email address.Maging ligtas at huwag maging biktima ng scam.
ham,Carlo Sarah
ham,"Continue to load up and subscribe to your favorite promos through the following channels: Suking Tindahan near you, Convenience Stores, Smart app https://smrt.ph/GetSmartApp, Maya and Smart Online Store!"
ham,Converge repair team pasuyo nalang po sir paabang nalang po sa labas..salamat
ham,Dedmahin mo lang 
ham,"Did you request to do BANK TRANSFER to East West Banking Corporation account no. ending in 4852 with amount of <AMOUNT>? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM!
If you requested, your OTP is 010115."
ham,"DILG: Tara! Tumakbo kontra-droga at mag-register ng SIM sa BIDA Fun Run at Serbisyo Caravan ng DILG sa PEBRERO 26, 4:00AM sa Block 16, SM MOA Complex, Pasay!"
ham,Dito ako sa labas ng court
ham,"DoH: Makiisa sa Chikiting Ligtas Campaign! Pabakunahan ang inyong anak laban Polio, Rubella at Tigdas, sa pinakamalapit na health center sa inyong lugar."
ham,"DoH: Tara na sa Chikiting Ligtas Campaign! Pabakunahan ang mga anak laban Polio, Rubella, at Tigdas mula May 1 hanggang 31."
ham,Dto npo ako sa labas ty
ham,Enjoy the quickest way to shop online! Activate your FREE virtual Maya card in minutes on the app and start spending in no time.
ham,Gcash p send ako 200
ham,"Get 100% cashback on load when you keep P1,000 in Maya for 2 days or more. Max cashback of P50 for Basic users & P100 for Upgraded users. Promo until June 30. DTI144172."
ham,Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp
ham,"GigaLife app is now called Smart app!

Do it all within your phone, that's the Smart app for you!
Get the app today! Tap smrt.ph/GetSmartApp"
ham,"Going to *123# or the Smart app gives Smart Subscribers MORE out of their load! 

Like FREE 100 Allnet Calls + 100 Allnet Texts for 3 days when buying MAGIC DATA 99 NOW! #BeMORE"
ham,"Happy 10.10 Money Day! Dive into the ultimate savings and rewards from Maya for your bank, wallet, crypto, and beyond! Ready? Open your Missions in the app now."
ham,"Hi <REAL NAME>! Thank you for registering to GInvest. We are happy to inform you that our  partner fund providers have approved your registration, and you can now start investing in the products available on GInvest!"
ham,"Hi <REAL NAME>. Sorry, we are unable to activate your Virtual Pag-IBIG Account. To help you with your activation request, we have sent the reason/s why we were unable to activate your account to your email address <REAL NAME>*******@gm***.com. Once you have addressed these reasons, you may resubmit your Virtual Pag-IBIG Account activation request conveniently through a link we provided in the same email. We look forward to serving you online, anytime, anywhere via Virtual Pag-IBIG. Thank you."
ham,"Hi <REAL NAME>. You have successfully created your Virtual Pag-IBIG Account.  We will notify you via another text message once your account has been activated for you to start viewing your Pag-IBIG Savings and Loan records, and enjoy many, many more services via Virtual Pag-IBIG.  In the meantime, you may visit Virtual Pag-IBIG and apply for a Short-Term Loan, save and pay online or chat with us, safely and conveniently even without a Virtual Pag-IBIG Account. Thank you and stay safe."
ham,Hi <REAL NAME>. Your One-Time PIN (OTP) for Virtual Pag-IBIG is 2618. This is valid for 10 minutes. Reference Code: EXOKCC
ham,Hi <REAL NAME>. Your One-Time PIN (OTP) for Virtual Pag-IBIG is 4736. This is valid for 10 minutes. Reference Code: TWSVTF
ham,"Hi Good day, 


This is from McDonald's Buendia Pasay, 

May I ask if you are still interested to continue your application as a service crew? 

Hoping for your feedback 

Thank you."
ham,"HUWAG MANIWALA SA TEXT NA MAY PANGALAN NINYO AT ALOK NA TRABAHO, PABUYA O PERA. ITO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA NTC HOTLINE 1682"
ham,HUWAG MANIWALA SA TEXT TUNGKOL SA PERA O BANK VERIFICATION. ITO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH o TUMAWAG SA NTC HOTLINE 1682
ham,HUWAG PO KAYONG MANIWALA SA TEXT NA NAG-AALOK NG TRABAHO NA MAY PANGAKO NA MALAKING SWELDO. ITO PO AY ISANG SCAM.
ham,"HUWAG PONG MANIWALA SA TEXT NA NAGLALAMAN NG 
INYONG PANGALAN NA NAG-AALOK NG TRABAHO, 
PABUYA O PERA. ITO PO AY ISANG SCAM. I-REPORT SA 
HTTPS://NTC.GOV.PH"
ham,"HUWAG PONG MANIWALA SA TEXT NA NAGLALAMAN NG INYONG PANGALAN NA NAG-AALOK NG TRABAHO,
PABUYA O PERA. ITO PO AY ISANG SCAM. I-REPORT SA HTTPS://NTC.GOV.PH"
ham,"J&T DELIVERY!TN: <REFERENCE NUMBER> Rider:John Go,639052266595. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!"
ham,"J&T DELIVERY!TN: <REFERENCE NUMBER> Rider:Roberto Villarico,639194440610. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!"
ham,Jr   ipadala mo sa g Cash ni  emman     
ham,Jr tawag  kayo
ham,"Jr's, you have a new friend on Facebook: https://fb.com/l/1Mlr34ZRRZoJyBi

Reply ""stop"" or go to https://fb.me/1ZcYwsRsK1QDEnS to turn off SMS for your Facebook account on this mobile number."
ham,"JUST FOR YOU: GET GIGA 50 with FREE TIKTOK ARAW-ARAW! 'Di ka na mahuhuli sa trends! 

Tap DON'T MISS OUT on smrt.ph/GigaLifeApp or dial *123# for FREE TIKTOK!"
ham,Kuya 
ham,Kuya   good morning
ham,Kuya  dagdagan mo  gawin mo 3200 
